img_id,fold
TCGA-AN-A0XU-DX1_xmin26118_ymin18441_MPP-0.2500_874_884,1
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_0_0,1
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_0_1714,3
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_0_2571,1
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_0_3427,3
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_0_4283,4
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_0_5139,4
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_0_857,2
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_1718_0,1
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_1718_1714,3
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_1718_2571,3
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_1718_3427,2
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_1718_4283,3
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_1718_5139,1
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_1718_857,3
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_2577_0,2
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_2577_1714,4
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_2577_2571,0
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_2577_3427,4
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_2577_4283,4
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_2577_5139,1
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_2577_857,1
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_3435_0,3
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_3435_1714,0
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_3435_2571,4
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_3435_3427,2
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_3435_4283,4
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_3435_5139,2
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_3435_857,3
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_859_0,2
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_859_1714,1
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_859_2571,1
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_859_3427,0
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_859_4283,4
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_859_5139,4
TCGA-AO-A03U-DX1_xmin17362_ymin25363_MPP-0.2500_859_857,2
TCGA-AO-A0J2-DX1_xmin33561_ymin14515_MPP-0.2500_0_0,2
TCGA-AO-A0J2-DX1_xmin33561_ymin14515_MPP-0.2500_0_1023,4
TCGA-AO-A0J2-DX1_xmin33561_ymin14515_MPP-0.2500_0_2046,4
TCGA-AO-A0J2-DX1_xmin33561_ymin14515_MPP-0.2500_0_3069,0
TCGA-AO-A0J2-DX1_xmin33561_ymin14515_MPP-0.2500_1788_0,3
TCGA-AO-A0J2-DX1_xmin33561_ymin14515_MPP-0.2500_1788_1023,3
TCGA-AO-A0J2-DX1_xmin33561_ymin14515_MPP-0.2500_1788_2046,4
TCGA-AO-A0J2-DX1_xmin33561_ymin14515_MPP-0.2500_1788_3069,0
TCGA-AO-A0J2-DX1_xmin33561_ymin14515_MPP-0.2500_894_0,0
TCGA-AO-A0J2-DX1_xmin33561_ymin14515_MPP-0.2500_894_1023,2
TCGA-AO-A0J2-DX1_xmin33561_ymin14515_MPP-0.2500_894_2046,3
TCGA-AO-A0J2-DX1_xmin33561_ymin14515_MPP-0.2500_894_3069,2
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_0_0,4
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_0_1961,2
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_0_2941,4
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_0_3921,4
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_0_4901,1
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_0_5881,2
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_0_981,1
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_1403_0,0
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_1403_1961,1
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_1403_2941,3
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_1403_3921,2
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_1403_4901,3
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_1403_5881,1
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_1403_981,1
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_2104_0,2
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_2104_1961,1
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_2104_2941,1
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_2104_3921,2
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_2104_4901,2
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_2104_5881,2
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_2104_981,3
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_702_0,0
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_702_1961,0
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_702_2941,1
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_702_3921,3
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_702_4901,1
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_702_5881,0
TCGA-AO-A0J4-DX1_xmin17194_ymin10629_MPP-0.2500_702_981,4
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_0_0,0
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_0_1932,4
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_0_2898,3
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_0_3864,0
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_0_4830,1
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_0_966,2
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_1418_0,2
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_1418_1932,2
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_1418_2898,3
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_1418_3864,0
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_1418_4830,2
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_1418_966,1
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_2127_0,2
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_2127_1932,4
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_2127_2898,3
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_2127_3864,0
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_2127_4830,4
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_2127_966,0
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_709_0,4
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_709_1932,0
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_709_2898,4
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_709_3864,1
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_709_4830,2
TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500_709_966,1
TCGA-AO-A124-DX1_xmin16436_ymin1748_MPP-0.2500_0_0,1
TCGA-AO-A124-DX1_xmin16436_ymin1748_MPP-0.2500_0_1244,2
TCGA-AO-A124-DX1_xmin16436_ymin1748_MPP-0.2500_0_622,1
TCGA-AO-A124-DX1_xmin16436_ymin1748_MPP-0.2500_1446_0,4
TCGA-AO-A124-DX1_xmin16436_ymin1748_MPP-0.2500_1446_1244,1
TCGA-AO-A124-DX1_xmin16436_ymin1748_MPP-0.2500_1446_622,4
TCGA-AO-A124-DX1_xmin16436_ymin1748_MPP-0.2500_2169_0,1
TCGA-AO-A124-DX1_xmin16436_ymin1748_MPP-0.2500_2169_1244,3
TCGA-AO-A124-DX1_xmin16436_ymin1748_MPP-0.2500_2169_622,2
TCGA-AO-A124-DX1_xmin16436_ymin1748_MPP-0.2500_723_0,3
TCGA-AO-A124-DX1_xmin16436_ymin1748_MPP-0.2500_723_1244,2
TCGA-AO-A124-DX1_xmin16436_ymin1748_MPP-0.2500_723_622,4
TCGA-AO-A128-DX1_xmin11924_ymin4831_MPP-0.2500_0_0,3
TCGA-AO-A128-DX1_xmin11924_ymin4831_MPP-0.2500_0_1977,1
TCGA-AO-A128-DX1_xmin11924_ymin4831_MPP-0.2500_0_989,4
TCGA-AO-A128-DX1_xmin11924_ymin4831_MPP-0.2500_1398_0,0
TCGA-AO-A128-DX1_xmin11924_ymin4831_MPP-0.2500_1398_1977,3
TCGA-AO-A128-DX1_xmin11924_ymin4831_MPP-0.2500_1398_989,3
TCGA-AO-A128-DX1_xmin11924_ymin4831_MPP-0.2500_699_0,2
TCGA-AO-A128-DX1_xmin11924_ymin4831_MPP-0.2500_699_1977,0
TCGA-AO-A128-DX1_xmin11924_ymin4831_MPP-0.2500_699_989,1
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_0_0,4
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_0_1782,0
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_0_2673,2
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_0_3564,2
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_0_4455,1
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_0_5346,2
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_0_6237,0
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_0_891,0
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_1492_0,2
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_1492_1782,3
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_1492_2673,1
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_1492_3564,2
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_1492_4455,4
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_1492_5346,3
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_1492_6237,1
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_1492_891,3
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_2237_0,2
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_2237_1782,2
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_2237_2673,4
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_2237_3564,1
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_2237_4455,3
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_2237_5346,2
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_2237_6237,3
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_2237_891,0
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_746_0,2
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_746_1782,0
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_746_2673,4
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_746_3564,4
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_746_4455,3
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_746_5346,1
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_746_6237,3
TCGA-AO-A129-DX1_xmin37502_ymin12501_MPP-0.2500_746_891,3
TCGA-AO-A12F-DX1_xmin16484_ymin29374_MPP-0.2500_0_0,4
TCGA-AO-A12F-DX1_xmin16484_ymin29374_MPP-0.2500_0_1990,1
TCGA-AO-A12F-DX1_xmin16484_ymin29374_MPP-0.2500_0_2985,0
TCGA-AO-A12F-DX1_xmin16484_ymin29374_MPP-0.2500_0_3979,4
TCGA-AO-A12F-DX1_xmin16484_ymin29374_MPP-0.2500_0_4973,1
TCGA-AO-A12F-DX1_xmin16484_ymin29374_MPP-0.2500_0_995,2
TCGA-AO-A12F-DX1_xmin16484_ymin29374_MPP-0.2500_1282_0,0
TCGA-AO-A12F-DX1_xmin16484_ymin29374_MPP-0.2500_1282_1990,2
TCGA-AO-A12F-DX1_xmin16484_ymin29374_MPP-0.2500_1282_2985,2
TCGA-AO-A12F-DX1_xmin16484_ymin29374_MPP-0.2500_1282_3979,4
TCGA-AO-A12F-DX1_xmin16484_ymin29374_MPP-0.2500_1282_4973,3
TCGA-AO-A12F-DX1_xmin16484_ymin29374_MPP-0.2500_1282_995,4
TCGA-AO-A12F-DX1_xmin16484_ymin29374_MPP-0.2500_641_0,0
TCGA-AO-A12F-DX1_xmin16484_ymin29374_MPP-0.2500_641_1990,4
TCGA-AO-A12F-DX1_xmin16484_ymin29374_MPP-0.2500_641_2985,1
TCGA-AO-A12F-DX1_xmin16484_ymin29374_MPP-0.2500_641_3979,3
TCGA-AO-A12F-DX1_xmin16484_ymin29374_MPP-0.2500_641_4973,1
TCGA-AO-A12F-DX1_xmin16484_ymin29374_MPP-0.2500_641_995,0
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_0_0,2
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_0_1715,0
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_0_2572,2
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_0_3429,0
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_0_4286,3
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_0_5143,3
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_0_858,3
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_1413_0,0
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_1413_1715,0
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_1413_2572,0
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_1413_3429,1
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_1413_4286,4
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_1413_5143,4
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_1413_858,1
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_2119_0,4
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_2119_1715,2
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_2119_2572,3
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_2119_3429,0
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_2119_4286,2
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_2119_5143,3
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_2119_858,2
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_707_0,2
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_707_1715,3
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_707_2572,3
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_707_3429,2
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_707_4286,3
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_707_5143,2
TCGA-AO-A1KR-DX1_xmin19591_ymin37667_MPP-0.2500_707_858,4
TCGA-AQ-A04J-DX1_xmin64631_ymin12074_MPP-0.2500_0_0,1
TCGA-AQ-A04J-DX1_xmin64631_ymin12074_MPP-0.2500_0_1247,2
TCGA-AQ-A04J-DX1_xmin64631_ymin12074_MPP-0.2500_0_624,1
TCGA-AQ-A04J-DX1_xmin64631_ymin12074_MPP-0.2500_1750_0,3
TCGA-AQ-A04J-DX1_xmin64631_ymin12074_MPP-0.2500_1750_1247,3
TCGA-AQ-A04J-DX1_xmin64631_ymin12074_MPP-0.2500_1750_624,4
TCGA-AQ-A04J-DX1_xmin64631_ymin12074_MPP-0.2500_875_0,3
TCGA-AQ-A04J-DX1_xmin64631_ymin12074_MPP-0.2500_875_1247,4
TCGA-AQ-A04J-DX1_xmin64631_ymin12074_MPP-0.2500_875_624,4
TCGA-AQ-A54N-DX1_xmin32440_ymin26558_MPP-0.2500_0_0,2
TCGA-AQ-A54N-DX1_xmin32440_ymin26558_MPP-0.2500_0_1011,1
TCGA-AQ-A54N-DX1_xmin32440_ymin26558_MPP-0.2500_0_2021,4
TCGA-AQ-A54N-DX1_xmin32440_ymin26558_MPP-0.2500_1443_0,4
TCGA-AQ-A54N-DX1_xmin32440_ymin26558_MPP-0.2500_1443_1011,3
TCGA-AQ-A54N-DX1_xmin32440_ymin26558_MPP-0.2500_1443_2021,1
TCGA-AQ-A54N-DX1_xmin32440_ymin26558_MPP-0.2500_2164_0,4
TCGA-AQ-A54N-DX1_xmin32440_ymin26558_MPP-0.2500_2164_1011,0
TCGA-AQ-A54N-DX1_xmin32440_ymin26558_MPP-0.2500_2164_2021,3
TCGA-AQ-A54N-DX1_xmin32440_ymin26558_MPP-0.2500_722_0,1
TCGA-AQ-A54N-DX1_xmin32440_ymin26558_MPP-0.2500_722_1011,3
TCGA-AQ-A54N-DX1_xmin32440_ymin26558_MPP-0.2500_722_2021,3
TCGA-AR-A0TS-DX1_xmin118843_ymin22812_MPP-0.2500_0_0,3
TCGA-AR-A0TS-DX1_xmin118843_ymin22812_MPP-0.2500_0_1654,4
TCGA-AR-A0TS-DX1_xmin118843_ymin22812_MPP-0.2500_0_2480,4
TCGA-AR-A0TS-DX1_xmin118843_ymin22812_MPP-0.2500_0_3306,4
TCGA-AR-A0TS-DX1_xmin118843_ymin22812_MPP-0.2500_0_4132,3
TCGA-AR-A0TS-DX1_xmin118843_ymin22812_MPP-0.2500_0_827,1
TCGA-AR-A0TS-DX1_xmin118843_ymin22812_MPP-0.2500_1177_0,0
TCGA-AR-A0TS-DX1_xmin118843_ymin22812_MPP-0.2500_1177_1654,0
TCGA-AR-A0TS-DX1_xmin118843_ymin22812_MPP-0.2500_1177_2480,0
TCGA-AR-A0TS-DX1_xmin118843_ymin22812_MPP-0.2500_1177_3306,1
TCGA-AR-A0TS-DX1_xmin118843_ymin22812_MPP-0.2500_1177_4132,0
TCGA-AR-A0TS-DX1_xmin118843_ymin22812_MPP-0.2500_1177_827,3
TCGA-AR-A0TS-DX1_xmin118843_ymin22812_MPP-0.2500_589_0,2
TCGA-AR-A0TS-DX1_xmin118843_ymin22812_MPP-0.2500_589_1654,4
TCGA-AR-A0TS-DX1_xmin118843_ymin22812_MPP-0.2500_589_2480,0
TCGA-AR-A0TS-DX1_xmin118843_ymin22812_MPP-0.2500_589_3306,2
TCGA-AR-A0TS-DX1_xmin118843_ymin22812_MPP-0.2500_589_4132,3
TCGA-AR-A0TS-DX1_xmin118843_ymin22812_MPP-0.2500_589_827,4
TCGA-AR-A0TU-DX1_xmin88352_ymin23098_MPP-0.2500_0_0,2
TCGA-AR-A0TU-DX1_xmin88352_ymin23098_MPP-0.2500_0_1552,4
TCGA-AR-A0TU-DX1_xmin88352_ymin23098_MPP-0.2500_0_776,3
TCGA-AR-A0TU-DX1_xmin88352_ymin23098_MPP-0.2500_966_0,2
TCGA-AR-A0TU-DX1_xmin88352_ymin23098_MPP-0.2500_966_1552,3
TCGA-AR-A0TU-DX1_xmin88352_ymin23098_MPP-0.2500_966_776,4
TCGA-AR-A0U1-DX1_xmin63681_ymin24922_MPP-0.2500_0_0,1
TCGA-AR-A0U1-DX1_xmin63681_ymin24922_MPP-0.2500_0_1594,3
TCGA-AR-A0U1-DX1_xmin63681_ymin24922_MPP-0.2500_0_2390,0
TCGA-AR-A0U1-DX1_xmin63681_ymin24922_MPP-0.2500_0_797,0
TCGA-AR-A0U1-DX1_xmin63681_ymin24922_MPP-0.2500_892_0,1
TCGA-AR-A0U1-DX1_xmin63681_ymin24922_MPP-0.2500_892_1594,1
TCGA-AR-A0U1-DX1_xmin63681_ymin24922_MPP-0.2500_892_2390,2
TCGA-AR-A0U1-DX1_xmin63681_ymin24922_MPP-0.2500_892_797,4
TCGA-AR-A0U4-DX1_xmin41141_ymin69786_MPP-0.2500_0_0,4
TCGA-AR-A0U4-DX1_xmin41141_ymin69786_MPP-0.2500_0_1793,0
TCGA-AR-A0U4-DX1_xmin41141_ymin69786_MPP-0.2500_0_2689,3
TCGA-AR-A0U4-DX1_xmin41141_ymin69786_MPP-0.2500_0_3585,0
TCGA-AR-A0U4-DX1_xmin41141_ymin69786_MPP-0.2500_0_4481,1
TCGA-AR-A0U4-DX1_xmin41141_ymin69786_MPP-0.2500_0_897,2
TCGA-AR-A0U4-DX1_xmin41141_ymin69786_MPP-0.2500_897_0,1
TCGA-AR-A0U4-DX1_xmin41141_ymin69786_MPP-0.2500_897_1793,3
TCGA-AR-A0U4-DX1_xmin41141_ymin69786_MPP-0.2500_897_2689,4
TCGA-AR-A0U4-DX1_xmin41141_ymin69786_MPP-0.2500_897_3585,4
TCGA-AR-A0U4-DX1_xmin41141_ymin69786_MPP-0.2500_897_4481,0
TCGA-AR-A0U4-DX1_xmin41141_ymin69786_MPP-0.2500_897_897,0
TCGA-AR-A1AI-DX1_xmin38671_ymin10616_MPP-0.2500_0_0,0
TCGA-AR-A1AI-DX1_xmin38671_ymin10616_MPP-0.2500_0_1952,3
TCGA-AR-A1AI-DX1_xmin38671_ymin10616_MPP-0.2500_0_976,4
TCGA-AR-A1AI-DX1_xmin38671_ymin10616_MPP-0.2500_1216_0,4
TCGA-AR-A1AI-DX1_xmin38671_ymin10616_MPP-0.2500_1216_1952,0
TCGA-AR-A1AI-DX1_xmin38671_ymin10616_MPP-0.2500_1216_976,1
TCGA-AR-A1AI-DX1_xmin38671_ymin10616_MPP-0.2500_608_0,0
TCGA-AR-A1AI-DX1_xmin38671_ymin10616_MPP-0.2500_608_1952,0
TCGA-AR-A1AI-DX1_xmin38671_ymin10616_MPP-0.2500_608_976,4
TCGA-AR-A1AQ-DX1_xmin18171_ymin38296_MPP-0.2500_0_0,2
TCGA-AR-A1AQ-DX1_xmin18171_ymin38296_MPP-0.2500_0_1625,2
TCGA-AR-A1AQ-DX1_xmin18171_ymin38296_MPP-0.2500_0_813,3
TCGA-AR-A1AQ-DX1_xmin18171_ymin38296_MPP-0.2500_1407_0,0
TCGA-AR-A1AQ-DX1_xmin18171_ymin38296_MPP-0.2500_1407_1625,0
TCGA-AR-A1AQ-DX1_xmin18171_ymin38296_MPP-0.2500_1407_813,4
TCGA-AR-A1AQ-DX1_xmin18171_ymin38296_MPP-0.2500_704_0,4
TCGA-AR-A1AQ-DX1_xmin18171_ymin38296_MPP-0.2500_704_1625,4
TCGA-AR-A1AQ-DX1_xmin18171_ymin38296_MPP-0.2500_704_813,3
TCGA-AR-A1AR-DX1_xmin12708_ymin29100_MPP-0.2500_0_0,3
TCGA-AR-A1AR-DX1_xmin12708_ymin29100_MPP-0.2500_0_1010,1
TCGA-AR-A1AR-DX1_xmin12708_ymin29100_MPP-0.2500_0_2019,2
TCGA-AR-A1AR-DX1_xmin12708_ymin29100_MPP-0.2500_0_3028,0
TCGA-AR-A1AR-DX1_xmin12708_ymin29100_MPP-0.2500_0_4037,2
TCGA-AR-A1AR-DX1_xmin12708_ymin29100_MPP-0.2500_1450_0,2
TCGA-AR-A1AR-DX1_xmin12708_ymin29100_MPP-0.2500_1450_1010,4
TCGA-AR-A1AR-DX1_xmin12708_ymin29100_MPP-0.2500_1450_2019,0
TCGA-AR-A1AR-DX1_xmin12708_ymin29100_MPP-0.2500_1450_3028,4
TCGA-AR-A1AR-DX1_xmin12708_ymin29100_MPP-0.2500_1450_4037,3
TCGA-AR-A1AR-DX1_xmin12708_ymin29100_MPP-0.2500_2175_0,4
TCGA-AR-A1AR-DX1_xmin12708_ymin29100_MPP-0.2500_2175_1010,3
TCGA-AR-A1AR-DX1_xmin12708_ymin29100_MPP-0.2500_2175_2019,2
TCGA-AR-A1AR-DX1_xmin12708_ymin29100_MPP-0.2500_2175_3028,3
TCGA-AR-A1AR-DX1_xmin12708_ymin29100_MPP-0.2500_2175_4037,3
TCGA-AR-A1AR-DX1_xmin12708_ymin29100_MPP-0.2500_725_0,4
TCGA-AR-A1AR-DX1_xmin12708_ymin29100_MPP-0.2500_725_1010,4
TCGA-AR-A1AR-DX1_xmin12708_ymin29100_MPP-0.2500_725_2019,0
TCGA-AR-A1AR-DX1_xmin12708_ymin29100_MPP-0.2500_725_3028,3
TCGA-AR-A1AR-DX1_xmin12708_ymin29100_MPP-0.2500_725_4037,3
TCGA-AR-A1AY-DX1_xmin62652_ymin27061_MPP-0.2500_0_0,3
TCGA-AR-A1AY-DX1_xmin62652_ymin27061_MPP-0.2500_0_1600,1
TCGA-AR-A1AY-DX1_xmin62652_ymin27061_MPP-0.2500_0_800,2
TCGA-AR-A1AY-DX1_xmin62652_ymin27061_MPP-0.2500_782_0,1
TCGA-AR-A1AY-DX1_xmin62652_ymin27061_MPP-0.2500_782_1600,2
TCGA-AR-A1AY-DX1_xmin62652_ymin27061_MPP-0.2500_782_800,2
TCGA-AR-A256-DX1_xmin41577_ymin17076_MPP-0.2500_0_0,4
TCGA-AR-A256-DX1_xmin41577_ymin17076_MPP-0.2500_0_1284,4
TCGA-AR-A256-DX1_xmin41577_ymin17076_MPP-0.2500_0_642,0
TCGA-AR-A256-DX1_xmin41577_ymin17076_MPP-0.2500_1146_0,2
TCGA-AR-A256-DX1_xmin41577_ymin17076_MPP-0.2500_1146_1284,3
TCGA-AR-A256-DX1_xmin41577_ymin17076_MPP-0.2500_1146_642,4
